84 , -8.00 , -2.282649E-1 , +1.000000E-6  , +3.000418E-2  , +3.000480E-2  , +3.000350E-2  , +4.833218E-7  , 3.000418E+4 , 1.55 , +3.460000E+0  , +3.460000E-6  , +1.167540E-2  , +3.630000E+0  , +3.630000E-6  , +1.113509E-2  , 
85 , -10.00 , -2.853311E-1 , +1.000000E-6  , +2.999760E-2  , +2.999840E-2  , +2.999680E-2  , +5.329165E-7  , 2.999760E+4 , 1.53 , +3.285000E+0  , +3.285000E-6  , +1.170925E-2  , +3.290000E+0  , +3.290000E-6  , +1.110124E-2  , 
86 , -12.00 , -3.423974E-1 , +1.000000E-6  , +2.999104E-2  , +2.999200E-2  , +2.999040E-2  , +5.678028E-7  , 2.999104E+4 , 1.51 , +3.405000E+0  , +3.405000E-6  , +1.111701E-2  , +3.280000E+0  , +3.280000E-6  , +1.194737E-2  , 
87 , -14.00 , -3.994636E-1 , +1.000000E-6  , +2.998398E-2  , +2.998460E-2  , +2.998320E-2  , +4.578209E-7  , 2.998398E+4 , 1.48 , +3.550000E+0  , +3.550000E-6  , +1.152312E-2  , +3.530000E+0  , +3.530000E-6  , +1.208276E-2  , 
88 , -16.00 , -4.565298E-1 , +1.000000E-6  , +2.997684E-2  , +2.997760E-2  , +2.997610E-2  , +5.425864E-7  , 2.997684E+4 , 1.46 , +3.480000E+0  , +3.480000E-6  , +1.201382E-2  , +3.570000E+0  , +3.570000E-6  , +1.147354E-2  , 
89 , -18.00 , -5.135960E-1 , +1.000000E-6  , +2.997006E-2  , +2.997090E-2  , +2.996930E-2  , +5.817216E-7  , 2.997006E+4 , 1.43 , +3.420000E+0  , +3.420000E-6  , +1.177693E-2  , +3.390000E+0  , +3.390000E-6  , +1.167661E-2  , 
90 , -20.00 , -5.706623E-1 , +1.000000E-6  , +2.996316E-2  , +2.996350E-2  , +2.996270E-2  , +3.773592E-7  , 2.996316E+4 , 1.41 , +3.425000E+0  , +3.425000E-6  , +1.157388E-2  , +3.450000E+0  , +3.450000E-6  , +1.150739E-2  , 
91 , -22.00 , -6.277285E-1 , +1.000000E-6  , +2.995636E-2  , +2.995680E-2  , +2.995590E-2  , +3.200000E-7  , 2.995636E+4 , 1.39 , +3.550000E+0  , +3.550000E-6  , +1.159080E-2  , +3.400000E+0  , +3.400000E-6  , +1.252274E-2  , 
92 , -24.00 , -6.847947E-1 , +1.000000E-6  , +2.994896E-2  , +2.994960E-2  , +2.994830E-2  , +5.161395E-7  , 2.994896E+4 , 1.36 , +3.515000E+0  , +3.515000E-6  , +1.201382E-2  , +3.700000E+0  , +3.700000E-6  , +1.127047E-2  , 
93 , -26.00 , -7.418609E-1 , +1.000000E-6  , +2.994230E-2  , +2.994250E-2  , +2.994180E-2  , +2.529822E-7  , 2.994230E+4 , 1.34 , +3.455000E+0  , +3.455000E-6  , +1.189537E-2  , +3.330000E+0  , +3.330000E-6  , +1.211660E-2  , 
94 , -28.00 , -7.989272E-1 , +1.000000E-6  , +2.993514E-2  , +2.993530E-2  , +2.993490E-2  , +1.624808E-7  , 2.993514E+4 , 1.32 , +3.450000E+0  , +3.450000E-6  , +1.169232E-2  , +3.580000E+0  , +3.580000E-6  , +1.123662E-2  , 
95 , -30.00 , -8.559934E-1 , +1.000000E-6  , +2.992850E-2  , +2.993010E-2  , +2.992730E-2  , +9.939819E-7  , 2.992850E+4 , 1.29 , +3.160000E+0  , +3.160000E-6  , +1.167540E-2  , +3.320000E+0  , +3.320000E-6  , +1.015358E-2  , 
